match_id,date,matchday,home_team_id,home_team,away_team_id,away_team,home_goals,away_goals,home_goals_ht,away_goals_ht,result
435964,2023-08-26 14:00:00+00:00,3,57,Arsenal,63,Fulham,2,2,0,1,DRAW
435969,2023-08-26 14:00:00+00:00,3,62,Everton,76,Wolverhampton,0,1,0,0,AWAY_TEAM
435970,2023-08-26 14:00:00+00:00,3,66,Man United,351,Nottingham,3,2,1,2,HOME_TEAM
435966,2023-08-26 16:30:00+00:00,3,397,Brighton Hove,563,West Ham,1,3,0,1,AWAY_TEAM
435972,2023-08-27 13:00:00+00:00,3,356,Sheffield Utd,65,Man City,1,2,0,0,AWAY_TEAM
435967,2023-08-27 13:00:00+00:00,3,328,Burnley,58,Aston Villa,1,3,0,2,AWAY_TEAM
435971,2023-08-27 15:30:00+00:00,3,67,Newcastle,64,Liverpool,1,2,1,0,AWAY_TEAM
435980,2023-09-01 19:00:00+00:00,4,389,Luton Town,563,West Ham,1,2,0,1,AWAY_TEAM
435982,2023-09-02 11:30:00+00:00,4,356,Sheffield Utd,62,Everton,2,2,2,1,DRAW
435981,2023-09-02 14:00:00+00:00,4,65,Man City,63,Fulham,5,1,2,1,HOME_TEAM
435977,2023-09-02 14:00:00+00:00,4,61,Chelsea,351,Nottingham,0,1,0,0,AWAY_TEAM
435974,2023-09-02 14:00:00+00:00,4,402,Brentford,1044,Bournemouth,2,2,1,1,DRAW
435976,2023-09-02 14:00:00+00:00,4,328,Burnley,73,Tottenham,2,5,1,2,AWAY_TEAM
435975,2023-09-02 16:30:00+00:00,4,397,Brighton Hove,67,Newcastle,3,1,1,0,HOME_TEAM
435978,2023-09-03 13:00:00+00:00,4,354,Crystal Palace,76,Wolverhampton,3,2,0,0,HOME_TEAM
435979,2023-09-03 13:00:00+00:00,4,64,Liverpool,58,Aston Villa,3,0,2,0,HOME_TEAM
435973,2023-09-03 15:30:00+00:00,4,57,Arsenal,66,Man United,3,1,1,1,HOME_TEAM
435992,2023-09-16 11:30:00+00:00,5,76,Wolverhampton,64,Liverpool,1,3,1,0,AWAY_TEAM
435990,2023-09-16 14:00:00+00:00,5,73,Tottenham,356,Sheffield Utd,2,1,0,0,HOME_TEAM
435984,2023-09-16 14:00:00+00:00,5,58,Aston Villa,354,Crystal Palace,3,1,0,0,HOME_TEAM
435986,2023-09-16 14:00:00+00:00,5,63,Fulham,389,Luton Town,1,0,0,0,HOME_TEAM
435987,2023-09-16 14:00:00+00:00,5,66,Man United,397,Brighton Hove,1,3,0,1,AWAY_TEAM
435991,2023-09-16 14:00:00+00:00,5,563,West Ham,65,Man City,1,3,1,0,AWAY_TEAM
435988,2023-09-16 16:30:00+00:00,5,67,Newcastle,402,Brentford,1,0,0,0,HOME_TEAM
435983,2023-09-17 13:00:00+00:00,5,1044,Bournemouth,61,Chelsea,0,0,0,0,DRAW
435985,2023-09-17 15:30:00+00:00,5,62,Everton,57,Arsenal,0,1,0,0,AWAY_TEAM
435989,2023-09-18 18:45:00+00:00,5,351,Nottingham,328,Burnley,1,1,0,1,DRAW
435998,2023-09-23 14:00:00+00:00,6,354,Crystal Palace,63,Fulham,0,0,0,0,DRAW
436000,2023-09-23 14:00:00+00:00,6,389,Luton Town,76,Wolverhampton,1,1,0,0,DRAW
436001,2023-09-23 14:00:00+00:00,6,65,Man City,351,Nottingham,2,0,2,0,HOME_TEAM
435994,2023-09-23 16:30:00+00:00,6,402,Brentford,62,Everton,1,3,1,1,AWAY_TEAM
435996,2023-09-23 19:00:00+00:00,6,328,Burnley,66,Man United,0,1,0,1,AWAY_TEAM
435993,2023-09-24 13:00:00+00:00,6,57,Arsenal,73,Tottenham,2,2,1,1,DRAW
435995,2023-09-24 13:00:00+00:00,6,397,Brighton Hove,1044,Bournemouth,3,1,1,1,HOME_TEAM
435997,2023-09-24 13:00:00+00:00,6,61,Chelsea,58,Aston Villa,0,1,0,0,AWAY_TEAM
435999,2023-09-24 13:00:00+00:00,6,64,Liverpool,563,West Ham,3,1,1,1,HOME_TEAM
436002,2023-09-24 15:30:00+00:00,6,356,Sheffield Utd,67,Newcastle,0,8,0,3,AWAY_TEAM
436004,2023-09-30 11:30:00+00:00,7,58,Aston Villa,397,Brighton Hove,6,1,3,0,HOME_TEAM
436012,2023-09-30 14:00:00+00:00,7,76,Wolverhampton,65,Man City,2,1,1,0,HOME_TEAM
436011,2023-09-30 14:00:00+00:00,7,563,West Ham,356,Sheffield Utd,2,0,2,0,HOME_TEAM
436008,2023-09-30 14:00:00+00:00,7,67,Newcastle,328,Burnley,2,0,1,0,HOME_TEAM
436003,2023-09-30 14:00:00+00:00,7,1044,Bournemouth,57,Arsenal,0,4,0,2,AWAY_TEAM
436005,2023-09-30 14:00:00+00:00,7,62,Everton,389,Luton Town,1,2,1,2,AWAY_TEAM
436007,2023-09-30 14:00:00+00:00,7,66,Man United,354,Crystal Palace,0,1,0,1,AWAY_TEAM
436010,2023-09-30 16:30:00+00:00,7,73,Tottenham,64,Liverpool,2,1,1,1,HOME_TEAM
436009,2023-10-01 13:00:00+00:00,7,351,Nottingham,402,Brentford,1,1,0,0,DRAW
436006,2023-10-02 19:00:00+00:00,7,63,Fulham,61,Chelsea,0,2,0,2,AWAY_TEAM
435957,2023-10-03 18:30:00+00:00,2,389,Luton Town,328,Burnley,1,2,0,1,AWAY_TEAM
436019,2023-10-07 11:30:00+00:00,8,389,Luton Town,73,Tottenham,0,1,0,0,AWAY_TEAM
436020,2023-10-07 14:00:00+00:00,8,66,Man United,402,Brentford,2,1,0,1,HOME_TEAM
436018,2023-10-07 14:00:00+00:00,8,63,Fulham,356,Sheffield Utd,3,1,0,0,HOME_TEAM
436015,2023-10-07 14:00:00+00:00,8,328,Burnley,61,Chelsea,1,4,1,1,AWAY_TEAM
436017,2023-10-07 14:00:00+00:00,8,62,Everton,1044,Bournemouth,3,0,2,0,HOME_TEAM
436016,2023-10-07 16:30:00+00:00,8,354,Crystal Palace,351,Nottingham,0,0,0,0,DRAW
436014,2023-10-08 13:00:00+00:00,8,397,Brighton Hove,64,Liverpool,2,2,1,2,DRAW
436021,2023-10-08 13:00:00+00:00,8,563,West Ham,67,Newcastle,2,2,1,0,DRAW
436022,2023-10-08 13:00:00+00:00,8,76,Wolverhampton,58,Aston Villa,1,1,0,0,DRAW
436013,2023-10-08 15:30:00+00:00,8,57,Arsenal,65,Man City,1,0,0,0,HOME_TEAM
436027,2023-10-21 11:30:00+00:00,9,64,Liverpool,62,Everton,2,0,0,0,HOME_TEAM
436029,2023-10-21 14:00:00+00:00,9,67,Newcastle,354,Crystal Palace,4,0,3,0,HOME_TEAM
436030,2023-10-21 14:00:00+00:00,9,351,Nottingham,389,Luton Town,2,2,0,0,DRAW
436025,2023-10-21 14:00:00+00:00,9,402,Brentford,328,Burnley,3,0,1,0,HOME_TEAM
436023,2023-10-21 14:00:00+00:00,9,1044,Bournemouth,76,Wolverhampton,1,2,1,0,AWAY_TEAM
436028,2023-10-21 14:00:00+00:00,9,65,Man City,397,Brighton Hove,2,1,2,0,HOME_TEAM
436026,2023-10-21 16:30:00+00:00,9,61,Chelsea,57,Arsenal,2,2,1,0,DRAW
436031,2023-10-21 19:00:00+00:00,9,356,Sheffield Utd,66,Man United,1,2,1,1,AWAY_TEAM
436024,2023-10-22 15:30:00+00:00,9,58,Aston Villa,563,West Ham,4,1,1,0,HOME_TEAM
436032,2023-10-23 19:00:00+00:00,9,73,Tottenham,63,Fulham,2,0,1,0,HOME_TEAM
436038,2023-10-27 19:00:00+00:00,10,354,Crystal Palace,73,Tottenham,1,2,0,0,AWAY_TEAM
436037,2023-10-28 11:30:00+00:00,10,61,Chelsea,402,Brentford,0,2,0,0,AWAY_TEAM
436034,2023-10-28 14:00:00+00:00,10,57,Arsenal,356,Sheffield Utd,5,0,1,0,HOME_TEAM
436033,2023-10-28 14:00:00+00:00,10,1044,Bournemouth,328,Burnley,2,1,1,1,HOME_TEAM
436042,2023-10-28 16:30:00+00:00,10,76,Wolverhampton,67,Newcastle,2,2,1,2,DRAW
436041,2023-10-29 13:00:00+00:00,10,563,West Ham,62,Everton,0,1,0,0,AWAY_TEAM
436035,2023-10-29 14:00:00+00:00,10,58,Aston Villa,389,Luton Town,3,1,1,0,HOME_TEAM
436036,2023-10-29 14:00:00+00:00,10,397,Brighton Hove,63,Fulham,1,1,1,0,DRAW
436039,2023-10-29 14:00:00+00:00,10,64,Liverpool,351,Nottingham,3,0,2,0,HOME_TEAM
436040,2023-10-29 15:30:00+00:00,10,66,Man United,65,Man City,0,3,0,1,AWAY_TEAM
436046,2023-11-04 12:30:00+00:00,11,63,Fulham,66,Man United,0,1,0,0,AWAY_TEAM
436043,2023-11-04 15:00:00+00:00,11,402,Brentford,563,West Ham,3,2,1,2,HOME_TEAM
436044,2023-11-04 15:00:00+00:00,11,328,Burnley,354,Crystal Palace,0,2,0,1,AWAY_TEAM
436045,2023-11-04 15:00:00+00:00,11,62,Everton,397,Brighton Hove,1,1,1,0,DRAW
436048,2023-11-04 15:00:00+00:00,11,65,Man City,1044,Bournemouth,6,1,3,0,HOME_TEAM
436051,2023-11-04 15:00:00+00:00,11,356,Sheffield Utd,76,Wolverhampton,2,1,0,0,HOME_TEAM
436049,2023-11-04 17:30:00+00:00,11,67,Newcastle,57,Arsenal,1,0,0,0,HOME_TEAM
436050,2023-11-05 14:00:00+00:00,11,351,Nottingham,58,Aston Villa,2,0,1,0,HOME_TEAM
436047,2023-11-05 16:30:00+00:00,11,389,Luton Town,64,Liverpool,1,1,0,0,DRAW
436052,2023-11-06 20:00:00+00:00,11,73,Tottenham,61,Chelsea,1,4,1,1,AWAY_TEAM
436062,2023-11-11 12:30:00+00:00,12,76,Wolverhampton,73,Tottenham,2,1,0,1,HOME_TEAM
436054,2023-11-11 15:00:00+00:00,12,57,Arsenal,328,Burnley,3,1,1,0,HOME_TEAM
436058,2023-11-11 15:00:00+00:00,12,354,Crystal Palace,62,Everton,2,3,1,1,AWAY_TEAM
436060,2023-11-11 15:00:00+00:00,12,66,Man United,389,Luton Town,1,0,0,0,HOME_TEAM
436053,2023-11-11 17:30:00+00:00,12,1044,Bournemouth,67,Newcastle,2,0,0,0,HOME_TEAM
436055,2023-11-12 14:00:00+00:00,12,58,Aston Villa,63,Fulham,3,1,2,0,HOME_TEAM
436056,2023-11-12 14:00:00+00:00,12,397,Brighton Hove,356,Sheffield Utd,1,1,1,0,DRAW
436059,2023-11-12 14:00:00+00:00,12,64,Liverpool,402,Brentford,3,0,1,0,HOME_TEAM
436061,2023-11-12 14:00:00+00:00,12,563,West Ham,351,Nottingham,3,2,1,1,HOME_TEAM
436057,2023-11-12 16:30:00+00:00,12,61,Chelsea,65,Man City,4,4,2,2,DRAW
436068,2023-11-25 12:30:00+00:00,13,65,Man City,64,Liverpool,1,1,1,0,DRAW
436064,2023-11-25 15:00:00+00:00,13,328,Burnley,563,West Ham,1,2,0,0,AWAY_TEAM
436067,2023-11-25 15:00:00+00:00,13,389,Luton Town,354,Crystal Palace,2,1,0,0,HOME_TEAM
436069,2023-11-25 15:00:00+00:00,13,67,Newcastle,61,Chelsea,4,1,1,1,HOME_TEAM
436070,2023-11-25 15:00:00+00:00,13,351,Nottingham,397,Brighton Hove,2,3,1,2,AWAY_TEAM
436071,2023-11-25 15:00:00+00:00,13,356,Sheffield Utd,1044,Bournemouth,1,3,0,2,AWAY_TEAM
436063,2023-11-25 17:30:00+00:00,13,402,Brentford,57,Arsenal,0,1,0,0,AWAY_TEAM
436072,2023-11-26 14:00:00+00:00,13,73,Tottenham,58,Aston Villa,1,2,1,1,AWAY_TEAM
436065,2023-11-26 16:30:00+00:00,13,62,Everton,66,Man United,0,3,0,1,AWAY_TEAM
436066,2023-11-27 20:00:00+00:00,13,63,Fulham,76,Wolverhampton,3,2,1,1,HOME_TEAM
436076,2023-12-02 15:00:00+00:00,14,328,Burnley,356,Sheffield Utd,5,0,2,0,HOME_TEAM
436075,2023-12-02 15:00:00+00:00,14,402,Brentford,389,Luton Town,3,1,0,0,HOME_TEAM
436074,2023-12-02 15:00:00+00:00,14,57,Arsenal,76,Wolverhampton,2,1,2,0,HOME_TEAM
436081,2023-12-02 17:30:00+00:00,14,351,Nottingham,62,Everton,0,1,0,0,AWAY_TEAM
436080,2023-12-02 20:00:00+00:00,14,67,Newcastle,66,Man United,1,0,0,0,HOME_TEAM
436073,2023-12-03 14:00:00+00:00,14,1044,Bournemouth,58,Aston Villa,2,2,1,1,DRAW
436077,2023-12-03 14:00:00+00:00,14,61,Chelsea,397,Brighton Hove,3,2,2,1,HOME_TEAM
436078,2023-12-03 14:00:00+00:00,14,64,Liverpool,63,Fulham,4,3,2,2,HOME_TEAM
436082,2023-12-03 14:00:00+00:00,14,563,West Ham,354,Crystal Palace,1,1,1,0,DRAW
436079,2023-12-03 16:30:00+00:00,14,65,Man City,73,Tottenham,3,3,2,1,DRAW
436090,2023-12-05 19:30:00+00:00,15,76,Wolverhampton,328,Burnley,1,0,1,0,HOME_TEAM
436087,2023-12-05 20:15:00+00:00,15,389,Luton Town,57,Arsenal,3,4,1,2,AWAY_TEAM
436091,2023-12-06 19:30:00+00:00,15,354,Crystal Palace,1044,Bournemouth,0,2,0,1,AWAY_TEAM
436088,2023-12-06 19:30:00+00:00,15,356,Sheffield Utd,64,Liverpool,0,2,0,1,AWAY_TEAM
436086,2023-12-06 19:30:00+00:00,15,63,Fulham,351,Nottingham,5,0,2,0,HOME_TEAM
436084,2023-12-06 19:30:00+00:00,15,397,Brighton Hove,402,Brentford,2,1,1,1,HOME_TEAM
436083,2023-12-06 20:15:00+00:00,15,58,Aston Villa,65,Man City,1,0,0,0,HOME_TEAM
436092,2023-12-06 20:15:00+00:00,15,66,Man United,61,Chelsea,2,1,1,1,HOME_TEAM
436085,2023-12-07 19:30:00+00:00,15,62,Everton,67,Newcastle,3,0,0,0,HOME_TEAM
436089,2023-12-07 20:15:00+00:00,15,73,Tottenham,563,West Ham,1,2,1,0,AWAY_TEAM
436095,2023-12-09 12:30:00+00:00,16,354,Crystal Palace,64,Liverpool,1,2,0,0,AWAY_TEAM
436094,2023-12-09 15:00:00+00:00,16,397,Brighton Hove,328,Burnley,1,1,0,1,DRAW
436099,2023-12-09 15:00:00+00:00,16,66,Man United,1044,Bournemouth,0,3,0,1,AWAY_TEAM
436100,2023-12-09 15:00:00+00:00,16,356,Sheffield Utd,402,Brentford,1,0,1,0,HOME_TEAM
436102,2023-12-09 15:00:00+00:00,16,76,Wolverhampton,351,Nottingham,1,1,1,1,DRAW
436093,2023-12-09 17:30:00+00:00,16,58,Aston Villa,57,Arsenal,1,0,1,0,HOME_TEAM
436096,2023-12-10 14:00:00+00:00,16,62,Everton,61,Chelsea,2,0,0,0,HOME_TEAM
436097,2023-12-10 14:00:00+00:00,16,63,Fulham,563,West Ham,5,0,3,0,HOME_TEAM
436098,2023-12-10 14:00:00+00:00,16,389,Luton Town,65,Man City,1,2,1,0,AWAY_TEAM
436101,2023-12-10 16:30:00+00:00,16,73,Tottenham,67,Newcastle,4,1,2,0,HOME_TEAM
436111,2023-12-15 20:00:00+00:00,17,351,Nottingham,73,Tottenham,0,2,0,1,AWAY_TEAM
436107,2023-12-16 15:00:00+00:00,17,61,Chelsea,356,Sheffield Utd,2,0,0,0,HOME_TEAM
436109,2023-12-16 15:00:00+00:00,17,65,Man City,354,Crystal Palace,2,2,1,0,DRAW
436110,2023-12-16 15:00:00+00:00,17,67,Newcastle,63,Fulham,3,0,0,0,HOME_TEAM
436106,2023-12-16 17:30:00+00:00,17,328,Burnley,62,Everton,0,2,0,2,AWAY_TEAM
436105,2023-12-17 14:00:00+00:00,17,402,Brentford,58,Aston Villa,1,2,1,0,AWAY_TEAM
436112,2023-12-17 14:00:00+00:00,17,563,West Ham,76,Wolverhampton,3,0,2,0,HOME_TEAM
436104,2023-12-17 14:00:00+00:00,17,57,Arsenal,397,Brighton Hove,2,0,0,0,HOME_TEAM
436108,2023-12-17 16:30:00+00:00,17,64,Liverpool,66,Man United,0,0,0,0,DRAW
436114,2023-12-21 20:00:00+00:00,18,354,Crystal Palace,397,Brighton Hove,1,1,1,0,DRAW
436113,2023-12-22 20:00:00+00:00,18,58,Aston Villa,356,Sheffield Utd,1,1,0,0,DRAW
436121,2023-12-23 12:30:00+00:00,18,563,West Ham,66,Man United,2,0,0,0,HOME_TEAM
436115,2023-12-23 15:00:00+00:00,18,63,Fulham,328,Burnley,0,2,0,0,AWAY_TEAM
436117,2023-12-23 15:00:00+00:00,18,389,Luton Town,67,Newcastle,1,0,1,0,HOME_TEAM
436119,2023-12-23 15:00:00+00:00,18,351,Nottingham,1044,Bournemouth,2,3,0,0,AWAY_TEAM
436120,2023-12-23 15:00:00+00:00,18,73,Tottenham,62,Everton,2,1,2,0,HOME_TEAM
436116,2023-12-23 17:30:00+00:00,18,64,Liverpool,57,Arsenal,1,1,1,1,DRAW
436122,2023-12-24 13:00:00+00:00,18,76,Wolverhampton,61,Chelsea,2,1,0,0,HOME_TEAM
436131,2023-12-26 12:30:00+00:00,19,67,Newcastle,351,Nottingham,1,3,1,1,AWAY_TEAM
436123,2023-12-26 15:00:00+00:00,19,1044,Bournemouth,63,Fulham,3,0,1,0,HOME_TEAM
436132,2023-12-26 15:00:00+00:00,19,356,Sheffield Utd,389,Luton Town,2,3,0,1,AWAY_TEAM
436127,2023-12-26 17:30:00+00:00,19,328,Burnley,64,Liverpool,0,2,0,1,AWAY_TEAM
436130,2023-12-26 20:00:00+00:00,19,66,Man United,58,Aston Villa,3,2,0,2,HOME_TEAM
436125,2023-12-27 19:30:00+00:00,19,402,Brentford,76,Wolverhampton,1,4,1,3,AWAY_TEAM
436128,2023-12-27 19:30:00+00:00,19,61,Chelsea,354,Crystal Palace,2,1,1,1,HOME_TEAM
436129,2023-12-27 20:15:00+00:00,19,62,Everton,65,Man City,1,3,1,0,AWAY_TEAM
436126,2023-12-28 19:30:00+00:00,19,397,Brighton Hove,73,Tottenham,4,2,2,0,HOME_TEAM
436124,2023-12-28 20:15:00+00:00,19,57,Arsenal,563,West Ham,0,2,0,1,AWAY_TEAM
436137,2023-12-30 12:30:00+00:00,20,389,Luton Town,61,Chelsea,2,3,0,2,AWAY_TEAM
436142,2023-12-30 15:00:00+00:00,20,76,Wolverhampton,62,Everton,3,0,1,0,HOME_TEAM
436138,2023-12-30 15:00:00+00:00,20,65,Man City,356,Sheffield Utd,2,0,1,0,HOME_TEAM
436133,2023-12-30 15:00:00+00:00,20,58,Aston Villa,328,Burnley,3,2,2,1,HOME_TEAM
436134,2023-12-30 15:00:00+00:00,20,354,Crystal Palace,402,Brentford,3,1,2,1,HOME_TEAM
436139,2023-12-30 17:30:00+00:00,20,351,Nottingham,66,Man United,2,1,0,0,HOME_TEAM
436135,2023-12-31 14:00:00+00:00,20,63,Fulham,57,Arsenal,2,1,1,1,HOME_TEAM
436140,2023-12-31 14:00:00+00:00,20,73,Tottenham,1044,Bournemouth,3,1,1,0,HOME_TEAM
436136,2024-01-01 20:00:00+00:00,20,64,Liverpool,67,Newcastle,4,2,0,0,HOME_TEAM
436141,2024-01-02 19:30:00+00:00,20,563,West Ham,397,Brighton Hove,0,0,0,0,DRAW
436147,2024-01-12 19:45:00+00:00,21,328,Burnley,389,Luton Town,1,1,1,0,DRAW
436148,2024-01-13 12:30:00+00:00,21,61,Chelsea,63,Fulham,1,0,1,0,HOME_TEAM
436151,2024-01-13 17:30:00+00:00,21,67,Newcastle,65,Man City,2,3,2,1,AWAY_TEAM
436149,2024-01-14 14:00:00+00:00,21,62,Everton,58,Aston Villa,0,0,0,0,DRAW
436150,2024-01-14 16:30:00+00:00,21,66,Man United,73,Tottenham,2,2,2,1,DRAW
436144,2024-01-20 12:30:00+00:00,21,57,Arsenal,354,Crystal Palace,5,0,2,0,HOME_TEAM
436145,2024-01-20 17:30:00+00:00,21,402,Brentford,351,Nottingham,3,2,1,1,HOME_TEAM
436152,2024-01-21 14:00:00+00:00,21,356,Sheffield Utd,563,West Ham,2,2,1,1,DRAW
436143,2024-01-21 16:30:00+00:00,21,1044,Bournemouth,64,Liverpool,0,4,0,0,AWAY_TEAM
436146,2024-01-22 19:45:00+00:00,21,397,Brighton Hove,76,Wolverhampton,0,0,0,0,DRAW
436153,2024-01-30 19:30:00+00:00,22,351,Nottingham,57,Arsenal,1,2,0,0,AWAY_TEAM
436155,2024-01-30 19:45:00+00:00,22,389,Luton Town,397,Brighton Hove,4,0,3,0,HOME_TEAM
436156,2024-01-30 19:45:00+00:00,22,63,Fulham,62,Everton,0,0,0,0,DRAW
436157,2024-01-30 20:00:00+00:00,22,354,Crystal Palace,356,Sheffield Utd,3,2,2,2,HOME_TEAM
436158,2024-01-30 20:15:00+00:00,22,58,Aston Villa,67,Newcastle,1,3,0,2,AWAY_TEAM
436161,2024-01-31 19:30:00+00:00,22,65,Man City,328,Burnley,3,1,2,0,HOME_TEAM
436159,2024-01-31 19:30:00+00:00,22,73,Tottenham,402,Brentford,3,2,0,1,HOME_TEAM
436162,2024-01-31 20:15:00+00:00,22,64,Liverpool,61,Chelsea,4,1,2,0,HOME_TEAM
436154,2024-02-01 19:30:00+00:00,22,563,West Ham,1044,Bournemouth,1,1,0,1,DRAW
436160,2024-02-01 20:15:00+00:00,22,76,Wolverhampton,66,Man United,3,4,0,2,AWAY_TEAM
436169,2024-02-03 12:30:00+00:00,23,62,Everton,73,Tottenham,2,2,1,2,DRAW
436166,2024-02-03 15:00:00+00:00,23,397,Brighton Hove,354,Crystal Palace,4,1,3,0,HOME_TEAM
436167,2024-02-03 15:00:00+00:00,23,328,Burnley,63,Fulham,2,2,0,2,DRAW
436171,2024-02-03 15:00:00+00:00,23,67,Newcastle,389,Luton Town,4,4,2,2,DRAW
436172,2024-02-03 17:30:00+00:00,23,356,Sheffield Utd,58,Aston Villa,0,5,0,4,AWAY_TEAM
436170,2024-02-04 14:00:00+00:00,23,66,Man United,563,West Ham,3,0,1,0,HOME_TEAM
436168,2024-02-04 14:00:00+00:00,23,61,Chelsea,76,Wolverhampton,2,4,1,2,AWAY_TEAM
436163,2024-02-04 14:00:00+00:00,23,1044,Bournemouth,351,Nottingham,1,1,1,1,DRAW
436164,2024-02-04 16:30:00+00:00,23,57,Arsenal,64,Liverpool,3,1,1,1,HOME_TEAM
436165,2024-02-05 20:00:00+00:00,23,402,Brentford,65,Man City,1,3,1,1,AWAY_TEAM
436178,2024-02-10 12:30:00+00:00,24,65,Man City,62,Everton,2,0,0,0,HOME_TEAM
436175,2024-02-10 15:00:00+00:00,24,63,Fulham,1044,Bournemouth,3,1,2,0,HOME_TEAM
436176,2024-02-10 15:00:00+00:00,24,64,Liverpool,328,Burnley,3,1,1,1,HOME_TEAM
436177,2024-02-10 15:00:00+00:00,24,389,Luton Town,356,Sheffield Utd,1,3,0,2,AWAY_TEAM
436180,2024-02-10 15:00:00+00:00,24,73,Tottenham,397,Brighton Hove,2,1,0,1,HOME_TEAM
436182,2024-02-10 15:00:00+00:00,24,76,Wolverhampton,402,Brentford,0,2,0,1,AWAY_TEAM
436179,2024-02-10 17:30:00+00:00,24,351,Nottingham,67,Newcastle,2,3,2,2,AWAY_TEAM
436181,2024-02-11 14:00:00+00:00,24,563,West Ham,57,Arsenal,0,6,0,4,AWAY_TEAM
436173,2024-02-11 16:30:00+00:00,24,58,Aston Villa,66,Man United,1,2,0,1,AWAY_TEAM
436174,2024-02-12 20:00:00+00:00,24,354,Crystal Palace,61,Chelsea,1,3,1,0,AWAY_TEAM
436183,2024-02-17 12:30:00+00:00,25,402,Brentford,64,Liverpool,1,4,0,1,AWAY_TEAM
436184,2024-02-17 15:00:00+00:00,25,328,Burnley,57,Arsenal,0,5,0,2,AWAY_TEAM
436186,2024-02-17 15:00:00+00:00,25,63,Fulham,58,Aston Villa,1,2,0,1,AWAY_TEAM
436189,2024-02-17 15:00:00+00:00,25,67,Newcastle,1044,Bournemouth,2,2,0,0,DRAW
436190,2024-02-17 15:00:00+00:00,25,351,Nottingham,563,West Ham,2,0,1,0,HOME_TEAM
436192,2024-02-17 15:00:00+00:00,25,73,Tottenham,76,Wolverhampton,1,2,0,1,AWAY_TEAM
436188,2024-02-17 17:30:00+00:00,25,65,Man City,61,Chelsea,1,1,0,1,DRAW
436191,2024-02-18 14:00:00+00:00,25,356,Sheffield Utd,397,Brighton Hove,0,5,0,2,AWAY_TEAM
436187,2024-02-18 16:30:00+00:00,25,389,Luton Town,66,Man United,1,2,1,2,AWAY_TEAM
436185,2024-02-19 20:00:00+00:00,25,62,Everton,354,Crystal Palace,1,1,0,0,DRAW
436118,2024-02-20 19:30:00+00:00,18,65,Man City,402,Brentford,1,0,0,0,HOME_TEAM
436199,2024-02-21 19:30:00+00:00,26,64,Liverpool,389,Luton Town,4,1,0,1,HOME_TEAM
436195,2024-02-24 15:00:00+00:00,26,58,Aston Villa,351,Nottingham,4,2,3,1,HOME_TEAM
436196,2024-02-24 15:00:00+00:00,26,397,Brighton Hove,62,Everton,1,1,0,0,DRAW
436198,2024-02-24 15:00:00+00:00,26,354,Crystal Palace,328,Burnley,3,0,0,0,HOME_TEAM
